,0
1285,2405807.646451804
1286,2395659.5911513204
1287,2413001.708375801
1288,2424939.3466524896
1289,2420273.524142737
1290,2414092.457657233
1291,2424578.492169876
1292,2401940.7470268807
1293,2420375.0054908935
1294,2414628.79973077
1295,2411669.6242026105
1296,2434588.8826245614
1297,2432682.953347502
1298,2427308.1926980456
1299,2446570.201450006
1300,2434251.0209245854
1301,2434419.5408467706
1302,2439048.597061366
1303,2442673.418914156
1304,2429382.1610858543
1305,2434278.2946892953
1306,2400583.7710154555
1307,2389501.1684363023
1308,2408872.8371276963
1309,2428390.564107491
1310,2414730.004372666
1311,2418336.5232584295
1312,2427637.328817652
1313,2431935.848974144
1314,2456025.769746092
1315,2450772.823956799
1316,2450037.3388521424
1317,2459226.607035661
1318,2471011.82607594
1319,2482307.907783995
1320,2495606.5770090874
1321,2489839.4429890537
1322,2469777.4592405185
1323,2435641.626230788
1324,2436878.96096034
1325,2459759.658040765
1326,2420102.108295091
1327,2408577.6885856637
1328,2428597.0998911485
1329,2437056.8399231597
1330,2460773.609768714
1331,2485629.5422139796
1332,2502513.6073995754
1333,2504433.7325195535
1334,2498646.1713051745
1335,2546992.415552066
1336,2544204.366855705
1337,2598325.493385035
1338,2596518.5731206597
1339,2593231.528079127
1340,2584725.1194900726
1341,2582736.118631643
1342,2598050.5901863095
1343,2580365.519002495
1344,2589428.2407318787
1345,2577477.625197518
1346,2571955.2540812544
1347,2589609.624084128
1348,2594455.0839599613
1349,2592421.4216150655
1350,2559938.3237537653
1351,2568325.1399955368
1352,2579956.0887346664
1353,2567712.644702474
1354,2593144.469557538
1355,2592354.4628591547
1356,2601958.9044502294
1357,2616305.227850587
1358,2612277.0636223615
1359,2628801.738842154
1360,2627058.8706415137
1361,2621430.366285669
1362,2635029.301047397
1363,2640302.8394372473
1364,2656976.357224664
1365,2662367.3734607673
1366,2682250.89308244
1367,2690149.813875118
1368,2682495.3635859583
1369,2665402.619924524
1370,2665424.8066503396
1371,2683734.376381404
1372,2682551.7844546963
1373,2695661.6943324
1374,2703215.661825133
1375,2701217.3155015702
1376,2701635.2156801773
1377,2677299.2377941282
1378,2678401.7199076703
1379,2678288.1344684744
1380,2687518.9434431316
1381,2690959.9142098757
1382,2703900.367821464
1383,2701873.074513749
1384,2717816.8917158684
1385,2730837.6276872717
1386,2712557.6326582595
1387,2722505.832838317
1388,2711162.198619638
1389,2705736.299740515
1390,2729108.7990445965
1391,2718882.2279487434
1392,2728641.033597979
1393,2693321.9710867098
1394,2714778.14006493
1395,2711608.061502647
1396,2721667.4540100754
1397,2749896.367925527
1398,2751411.106835976
1399,2747249.9179936936
1400,2762259.965075057
1401,2742329.0731792552
1402,2733084.0884247613
1403,2666067.1981819086
1404,2660209.9351633396
1405,2661636.053995339
1406,2629621.0324964966
1407,2627156.315877599
1408,2618890.7166307997
1409,2646361.8322905246
1410,2653705.4188120645
1411,2645930.9319869806
1412,2666181.1523919073
1413,2668907.1041010935
1414,2666607.858484222
1415,2690816.655411981
1416,2713911.1127150273
1417,2718494.8493361026
1418,2721300.2624962963
1419,2718991.3907839805
1420,2729449.483281441
1421,2729121.1721599936
1422,2743143.4008495975
1423,2744451.3544539297
1424,2748000.1072131144
1425,2745368.379125281
1426,2708124.2484082202
1427,2691478.089428495
1428,2705792.4077558303
1429,2686125.2969733514
1430,2672611.953431949
1431,2695159.757732549
1432,2699223.639467568
1433,2687688.551599259
1434,2701067.6563143893
1435,2703533.523258587
1436,2708931.7527958755
1437,2711357.55961527
1438,2709518.5029942654
1439,2692070.6175478306
1440,2697967.7360904026
1441,2689437.60552069
1442,2628371.3810026944
1443,2665774.7864657743
1444,2651366.318601637
1445,2651173.943917535
1446,2612205.5623385557
1447,2613783.1346961604
1448,2622981.6432956536
1449,2626954.14582161
1450,2589394.8916340442
1451,2632237.345912103
1452,2591725.155239525
1453,2585367.878892343
1454,2555590.8791432925
1455,2533899.4717072076
1456,2512192.0725368336
1457,2507831.5876290267
1458,2538268.3322593826
1459,2559936.3293415965
1460,2616576.9458879167
1461,2609625.2846412864
1462,2651803.6018356443
1463,2662194.0171458153
1464,2657397.2638564077
1465,2699127.1018350446
1466,2703940.8888259702
1467,2704532.816518091
1468,2740388.3549566423
1469,2731083.8919282537
1470,2715813.4560214975
1471,2732228.485354621
1472,2744446.435168523
1473,2753183.176518022
1474,2746302.6415060973
1475,2755558.108933705
1476,2764408.714264544
1477,2772325.1448705676
1478,2783851.3564819423
1479,2777927.192240282
1480,2796380.402040811
1481,2792200.7170532993
1482,2813101.18190059
1483,2830216.931175873
1484,2833201.443585168
1485,2824309.3078144947
1486,2831232.9509464987
1487,2786589.5385714862
1488,2767212.175964386
1489,2779183.7767276512
1490,2796627.0596927456
1491,2782929.593046509
1492,2770020.1674446203
1493,2723361.7979261936
1494,2740586.670468396
1495,2691539.3185871574
1496,2691463.995885351
1497,2638183.951715678
1498,2613354.7115124273
1499,2607172.590712353
1500,2672999.7375273732
1501,2745863.643893289
1502,2760762.361008282
1503,2774537.9957962804
1504,2782239.570219868
1505,2771053.107237551
1506,2790816.31860363
1507,2786147.6893878058
1508,2767914.7260520095
1509,2732457.500332048
1510,2727291.045825158
1511,2655162.409867637
1512,2650849.665130127
1513,2670865.1624448528
1514,2743742.6639613155
1515,2728511.655623223
1516,2687225.3003505315
1517,2684119.7520151404
1518,2673974.841312707
1519,2635979.1551088113
1520,2662879.1815014277
1521,2704806.9133179123
1522,2728068.8050364894
1523,2767398.0426176577
1524,2749996.079152681
1525,2761747.635847878
1526,2715928.023377386
1527,2728900.1090350156
1528,2756594.951941755
1529,2725445.6568843354
1530,2779273.296948088
1531,2820089.813816919
1532,2816091.0765723162
1533,2841663.102637654
1534,2836735.71652098
1535,2846045.047764869
1536,2873412.003706989
1537,2897942.3162803506
1538,2928465.689903286
1539,2952392.2510972084
1540,2956188.3061849307
1541,2949563.5421345355
1542,2933940.0925813387
1543,2952318.0764029766
1544,2976755.566601203
1545,2971884.5697683985
1546,2943203.696959527
1547,2945419.2568694605
1548,2919834.436414182
1549,2927635.5709649217
1550,2918332.004259002
1551,2905482.4834641046
1552,2878821.5720766764
1553,2860806.799437268
1554,2876245.1254367493
1555,2821872.0004916107
1556,2806269.6939402963
1557,2838535.7722533494
1558,2815536.2804984
1559,2848870.1003639414
1560,2864280.2520048595
1561,2908708.1317869797
1562,2878158.4189153067
1563,2878204.6871184525
1564,2888239.9331061263
1565,2868093.565988849
1566,2832269.3074906063
1567,2833395.299733636
1568,2822143.2242592205
1569,2884714.0402979935
1570,2843962.1723670936
1571,2833402.743901005
1572,2853146.1975245695
1573,2888461.2329455926
1574,2884086.0053059035
1575,2866418.0697764326
1576,2880723.2231679866
1577,2893105.0742863
1578,2881155.421903996
1579,2893862.6262660846
1580,2913633.43490589
1581,2903366.6257682457
1582,2870218.8760735607
1583,2912544.848221007
1584,2901921.0742211915
1585,2920290.388850183
1586,2938488.5466295676
1587,2937729.617333171
1588,2954667.3241515574
1589,2946977.538553995
1590,2928039.835275631
1591,2880749.4623018675
1592,2916457.620309724
1593,2916002.3897374356
1594,2876846.6832029517
1595,2862653.9207091792
1596,2866101.8152260673
1597,2911680.666774168
1598,2881881.88538059
1599,2876293.080325392
1600,2876539.124516232
1601,2920359.8117132476
1602,2914219.8798067775
1603,2918039.3829657594
1604,2910814.5755592086
1605,2912596.8114172905
1606,2929158.4757766183
1607,2931745.8314061
1608,2882911.253564166
1609,2909393.028202488
1610,2908423.763436387
1611,2891959.28415359
1612,2889612.8637278457
1613,2884370.611910198
1614,2886873.097735914
1615,2863442.569708026
1616,2853304.6184578645
1617,2836561.7501165424
1618,2832499.940785824
1619,2863195.236516562
1620,2860925.527428189
1621,2831236.081373921
1622,2811464.793912687
1623,2827548.6514689056
1624,2822746.142191274
1625,2840229.979364057
1626,2816562.9598032925
1627,2833566.442943798
1628,2828248.161784079
1629,2824925.1987858824
1630,2808549.9982340564
1631,2803606.5061739027
1632,2755817.7833477906
1633,2760954.585176107
1634,2770099.2727898266
1635,2763274.5728791994
1636,2749088.6175660654
1637,2755996.9642943935
1638,2704069.1057356056
1639,2682273.585204299
1640,2728862.292118442
1641,2762175.0302881603
1642,2770842.7721002516
1643,2772217.442935124
1644,2792953.229818493
1645,2792189.4490587865
1646,2814551.237195666
1647,2773074.466181945
1648,2709667.672291499
1649,2701504.783789786
1650,2667592.6637532143
1651,2638586.9046523017
1652,2677541.0821025544
1653,2686477.7084906525
1654,2684268.9622525526
1655,2638775.8432931816
1656,2589081.346009333
1657,2544996.5831319583
1658,2543171.1142884125
1659,2546286.6310084737
1660,2535126.317583595
1661,2601990.1436963286
1662,2534205.0377649
1663,2562808.4448543442
1664,2554118.9217728004
1665,2562530.966124243
1666,2562567.6656819717
1667,2555358.211679531
1668,2515979.492790501
1669,2464194.98561095
1670,2351981.9729648167
1671,2275957.8907027394
1672,2252926.076446842
1673,2360382.86474859
1674,2438869.880360501
1675,2455542.3174625644
1676,2445215.1055425564
1677,2356280.9881090983
1678,2413954.222305644
1679,2400775.453808172
1680,2366752.0581609877
1681,2418194.379211723
1682,2373697.723062976
1683,2404954.5507116406
1684,2428487.867198387
1685,2434955.405574384
1686,2461933.3484080574
1687,2481671.48510044
1688,2455895.063865935
1689,2422847.396712876
1690,2443989.154426306
1691,2404973.8881407026
1692,2401875.1832783427
1693,2414331.2298936457
1694,2415372.326976518
1695,2371052.33375376
1696,2346721.359275483
1697,2383393.549756303
1698,2370486.2714259545
1699,2413232.583486082
1700,2449827.076125979
1701,2472433.4502049163
1702,2482714.7467741407
1703,2486221.185990622
1704,2512362.5069220476
1705,2503160.7206325945
1706,2497075.670762734
1707,2483153.6985416096
1708,2519971.770871589
1709,2518946.4074004455
1710,2511588.56394665
1711,2543533.7392223333
1712,2542653.7170366845
1713,2589499.616617428
1714,2630312.091601741
1715,2574592.2732697283
1716,2559676.5714439424
1717,2625992.9868584145
1718,2633642.378919983
1719,2624748.73300503
1720,2681320.404771115
1721,2717806.2884283205
1722,2697730.946672164
1723,2673473.0832877425
1724,2668253.3761355774
1725,2639814.9535519276
1726,2605544.107269085
1727,2590274.5415555136
1728,2567376.515678654
1729,2511288.31367908
1730,2559568.5219886284
1731,2547621.847390971
1732,2595502.4410627726
1733,2598866.3328037416
1734,2589785.4458797355
1735,2575149.9875023314
1736,2599238.7632290805
1737,2590287.4621633035
1738,2584084.1460015248
1739,2593238.9571469654
1740,2598881.7558159246
1741,2558059.1755976235
1742,2530409.5854136073
1743,2584192.9349660175
1744,2558909.381992288
1745,2539932.7433811915
1746,2520922.5287430403
1747,2535598.3991872543
1748,2480831.1180495205
1749,2497054.019702784
1750,2507247.0333942613
1751,2531208.9425660335
1752,2480752.699928712
1753,2436515.750548709
1754,2454383.796245193
1755,2467136.6321277777
1756,2515286.580429138
1757,2496730.820582608
1758,2471901.2469337303
1759,2505222.6078505283
1760,2478654.2899417537
1761,2449740.6210120935
